Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
ইসলামী ব্যাংক ব্যবস্থা,ড. মাহফুজুর রহমান,TK. 200,TK. 176,https://rokomari.com//book/153940/islami-bank-babostha--islami-banking-system-,"",ইসলামী ব্যাংক ব্যবস্থা,ড. মাহফুজুর রহমান, , ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9789848471074,"1st Published,2017",224,বাংলাদেশ,বাংলা
ইসলামে পোশাকের বিধান,মোঃ শামীম আহসান,"",TK. 20,https://rokomari.com//book/153948/islame-poshaker-bidhan,"",ইসলামে পোশাকের বিধান,"মোঃ শামীম আহসান,প্রফেসর ড. জামাল আল বাদাবী",মোঃ শামীম আহসান, ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9848203117,"5th Published,2012",16,বাংলাদেশ,বাংলা
নামায পুনরাবিষ্কার,আহমদ বস্‌সাম সায়ী,TK. 200,TK. 150,https://rokomari.com//book/181798/namaz-punorabiskar,"",নামায পুনরাবিষ্কার,আহমদ বস্‌সাম সায়ী,ড. মাহফুজুর রহমান, ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9789848471654,"1st Published,2018",146,বাংলাদেশ,বাংলা
ইসলাম ও অর্থনৈতিক উন্নয়ন,মুহাম্মাদ উমর চাপরা,TK. 160,TK. 120,https://rokomari.com//book/128488/islam-o-orthnoitik-unnoyan,"",ইসলাম ও অর্থনৈতিক উন্নয়ন,মুহাম্মাদ উমর চাপরা,ড. মাহমুদ আহমাদ, ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),984820326X,"2nd Edition,2010",168,বাংলাদেশ,বাংলা
জ্ঞানের ইসলামায়ন: আন্তর্জাতিক ইসলামী বিশ্ববিদ্যালয় মালয়েশিয়া মডেল,এম রুহুল আমিন,TK. 30,TK. 23,https://rokomari.com//book/153956/the-islamization-and-revitalization-of-theory-and-practice-in-higher-education--the-international-islamic-university--malaysia-as-a-model,"",জ্ঞানের ইসলামায়ন: আন্তর্জাতিক ইসলামী বিশ্ববিদ্যালয় মালয়েশিয়া মডেল,"এম রুহুল আমিন,আব্দুলহামিদ আহমদ আবুসুলাইমান",এম রুহুল আমিন,এম. জহুরুল ইসলাম,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9848203482,"2nd Published,2010",47,বাংলাদেশ,বাংলা
নির্মাতাদের দ্বীপ,আব্দুলহামিদ আহমদ আবুসুলাইমান,TK. 120,TK. 90,https://rokomari.com//book/153957/nirmatader-dip--builders-island-for-children-and-adolescents-,"",নির্মাতাদের দ্বীপ,আব্দুলহামিদ আহমদ আবুসুলাইমান,"মোঃ আতাউর রহমান,ডা. মোহাম্মদ আনোয়ারুল কবীর", ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9847010300177,"1st Published,2009",152,বাংলাদেশ,বাংলা
তাওহিদ ও বিজ্ঞান,এমিরেটাস প্রফেসর ড. ওসমান বকর,TK. 400,TK. 300,https://rokomari.com//book/153958/tawhid-o-bigyan--islami-bigyaner-etihash-o-dorshon-,"",তাওহিদ ও বিজ্ঞান,এমিরেটাস প্রফেসর ড. ওসমান বকর,"আবদুল আউয়াল মিয়া,মোহাম্মদ মুসা",প্রফেসর ড. মুঈনুদ্দীন আহমদ খান,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9789848471548,"2nd Edition,2008",286,বাংলাদেশ,বাংলা
Selections From Akram Khans Tafsirul Quran,এম আকরাম খান,TK. 175,TK. 131,https://rokomari.com//book/154024/selections-from-akram-khans-tafsirul-quran,"",Selections From Akram Khans Tafsirul Quran,M Akram Khan, , ,Bangladesh Institute Of Islamic Thought (BIIT),9847010300160,"1st Published,2009",248,Bangladesh,English
Principles Of Marketing Conventional And Islamic Approach,মোঃ মাহাবুব আলম,TK. 350,TK. 263,https://rokomari.com//book/154001/principles-of-marketing-conventional-and-islamic-approach,"",Principles Of Marketing Conventional And Islamic Approach,"Md. Mahabub Alam,Md. Rashidul Hasan,Md. Shariful Haque,Mohsina Fatema", , ,Bangladesh Institute Of Islamic Thought (BIIT),9789848471111,"1st Published,2014",208,Bangladesh,English
Quranic Hadith Studies: Critical Reflection On Some Issues,ইসরার আহমেদ খান,TK. 230,TK. 173,https://rokomari.com//book/154022/quranic-hadith-studies--critical-reflection-on-some-issues,"",Quranic Hadith Studies: Critical Reflection On Some Issues,Israr Ahmad Khan, , ,Bangladesh Institute Of Islamic Thought (BIIT),9789848471029, ,242,Bangladesh,English
Financial Markets And Institutions: Conventional And Islamic Approach,এইচ. এম. মোশারফ হোসাইন মুন্না,TK. 350,TK. 263,https://rokomari.com//book/154008/financial-markets-and-institutions--conventional-and-islamic-approach,"",Financial Markets And Institutions: Conventional And Islamic Approach,"H. M. Mosarof Hossain Munna,Humaira Parveen Runi", , ,Bangladesh Institute Of Islamic Thought (BIIT),9789848471104,"1st Published,2013",232,Bangladesh,English
বৈবাহিক সমস্যা ও কোরআনের সমাধান,কানিজ ফাতেমা,TK. 30,TK. 23,https://rokomari.com//book/153945/baibahik-somashwa-o-quraner-samadhan,"",বৈবাহিক সমস্যা ও কোরআনের সমাধান,"কানিজ ফাতেমা,আব্দুলহামিদ আহমদ আবুসুলাইমান,প্রফেসর ড. জেফরি লাং","কানিজ ফাতেমা,ডা. আবু খলদুন আল মাহমুদ", ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9847010300290,"1st Published,2010",36,বাংলাদেশ,বাংলা
উন্নত চিন্তা মহৎ জীবন আদর্শ সমাজ,শাহ আবদুল হান্নান,"",TK. 320,https://rokomari.com//book/176552/unnata-chinta-mohat-jibon-adrasha-samaj,"",উন্নত চিন্তা মহৎ জীবন আদর্শ সমাজ,শাহ আবদুল হান্নান, , ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9789848471647,"1st Published,2018",268,বাংলাদেশ,বাংলা
ইসলামি দৃষ্টিকোণ থেকে অর্থশাস্ত্রের ভবিষ্যৎ,ড. মাহমুদ আহমদ,TK. 300,TK. 225,https://rokomari.com//book/153941/islami-dristrikon-thake-arthosashtrer-vobishath,"",ইসলামি দৃষ্টিকোণ থেকে অর্থশাস্ত্রের ভবিষ্যৎ,"ড. মাহমুদ আহমদ,ড. এম ওমর চাপরা",ড. মাহমুদ আহমদ, ,বাংলাদেশ ইনস্টিটিউট অব ইসলামিক থট (বি.আই.আই.টি),9847010300290,"1st Published,2011",430,বাংলাদেশ,বাংলা
Towards Understanding: Ibadah In Islam,মুহাম্মদ আমীমুল এহসান,TK. 300,TK. 225,https://rokomari.com//book/154016/towards-understanding--ibadah-in-islam,"",Towards Understanding: Ibadah In Islam,"Muhammod Amimul Ahosan,Dr. Kazi Deen Muhammad,Mohammad Jaweed Iqbal,Aflatun Al-Kausar,Mohammad Nurunnabi", , ,Bangladesh Institute Of Islamic Thought (BIIT),9789848471401,"1st Published,2015",242,Bangladesh,English
Medical Education: An Islamic Perspective,প্রফেসর ড. ওমর হাসান কাসুলী,TK. 200,TK. 150,https://rokomari.com//book/154025/medical-education--an-islamic-perspective,"",Medical Education: An Islamic Perspective,Prof. Dr. Omar Hasan Kasule, , ,Bangladesh Institute Of Islamic Thought (BIIT),9847010300000,"2nd Edition,2009",371,Bangladesh,English
