Title,Author,Original Price,Discounted Price,URL,Image
চলচ্চিত্রের নেপথ্য কথা,K. G. Das,২৮৫.০০ টাকা,২৭০.৭৫ টাকা,https://www.prothoma.com/product/9599/%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%A8%E0%A7%87%E0%A6%AA%E0%A6%A5%E0%A7%8D%E0%A6%AF-%E0%A6%95%E0%A6%A5%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/602254467ac73_1612862534.jpg
বাংলা সাহিত্যের বিকাশের ধারা (১-২),শ্রীকুমার বন্দ্যোপাধ্যায়,৯০২.০০ টাকা,৮৫৬.৯০ টাকা,https://www.prothoma.com/product/9567/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%A7%E0%A6%BE%E0%A6%B0%E0%A6%BE-%28%E0%A7%A7-%E0%A7%A8%29,https://image.prothoma.com/productThumbs/2021/02/6022543da8390_1612862525.jpg
সাহিত্যের স্বরূপ,Sasibhusan Dasgupta,৯৫.০০ টাকা,৯০.২৫ টাকা,https://www.prothoma.com/product/8336/%E0%A6%B8%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%B0%E0%A7%82%E0%A6%AA,https://image.prothoma.com/productThumbs/2021/02/6022506d36f12_1612861549.jpg
বাংলার বাউল ও বাউল গান,উপেন্দ্রনাথ ভট্টাচার্য,"২,২৮০.০০ টাকা","২,১৬৬.০০ টাকা",https://www.prothoma.com/product/8334/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%89%E0%A6%B2-%E0%A6%93-%E0%A6%AC%E0%A6%BE%E0%A6%89%E0%A6%B2-%E0%A6%97%E0%A6%BE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/6022506c112f5_1612861548.jpg
ইংরাজী সাহিত্যের ইতিহাস,শ্রীকুমার বন্দ্যোপাধ্যায়,৩৮০.০০ টাকা,৩৬১.০০ টাকা,https://www.prothoma.com/product/8335/%E0%A6%87%E0%A6%82%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%80-%E0%A6%B8%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8-2,https://image.prothoma.com/productThumbs/2021/02/6022506c94012_1612861548.jpg
পালামৌ,সঞ্জীব চট্টোপাধ্যায়,১৯০.০০ টাকা,১৮০.৫০ টাকা,https://www.prothoma.com/product/8333/%E0%A6%AA%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%AE%E0%A7%8C,https://image.prothoma.com/productThumbs/2021/02/6022506b7c0b6_1612861547.jpg
In Mortal Hands : A Cautionary History of the Nuclear Age,Uma Iyengar,"১,৭০০.০০ টাকা","১,৬১৫.০০ টাকা",https://www.prothoma.com/product/8151/in-mortal-hands-:-a-cautionary-history-of-the-nuclear-age,https://image.prothoma.com/productThumbs/2021/02/60225010df812_1612861456.jpg
For The Record,Anjali Arondekar,৭৫০.০০ টাকা,৭১২.৫০ টাকা,https://www.prothoma.com/product/7692/for-the-record,https://image.prothoma.com/productThumbs/2021/02/60224f041be77_1612861188.jpg
The Writings of Rajni Kothari,Ashis Nandy,"১,৮৯০.০০ টাকা","১,৭৯৫.৫০ টাকা",https://www.prothoma.com/product/7693/the-writings-of-rajni-kothari,https://image.prothoma.com/productThumbs/2021/02/60224f047feae_1612861188.jpg
Coping with Natural Hazards: Indian Context,K S Valdiya,৭৯০.০০ টাকা,৭৫০.৫০ টাকা,https://www.prothoma.com/product/7690/coping-with-natural-hazards:-indian-context,https://image.prothoma.com/productThumbs/2021/02/60224f033356e_1612861187.jpg
