Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
রূহানী পাঞ্জেগানা অজিফা,আল-এছহাক প্রকাশনী,TK. 100,TK. 60,https://rokomari.com//book/172657/ruhani-pangegana-ajifa,"",রূহানী পাঞ্জেগানা অজিফা, , ,আল-এছহাক প্রকাশনী,Al-Ashak Prokasoni, ,"3rd Printed,2017",152,Bangladesh,Bangla & Arabic
মহিলাদের ওয়াজ (১ম-৩য় খণ্ড),মোসাম্মৎ আমেনা বেগম (রহ.),TK. 350,TK. 210,https://rokomari.com//book/53914/mohilader-oyaz--1st-3rd-part-,"",মহিলাদের ওয়াজ (১ম-৩য় খণ্ড),মোসাম্মৎ আমেনা বেগম (রহ.), , ,আল-এছহাক প্রকাশনী,9848370005, ,512,বাংলাদেশ,বাংলা
লৌহ মানব,নসীম হিজাযী,TK. 200,TK. 120,https://rokomari.com//book/69890/lowho-manob,"ভূমিকা
ইতিহাস জাতির দর্পণ। মেরুদণ্ড সম্পন্ন জাতি সত্ত্বাকে ভঙ্গুর করে দিতে পারে ইতিহাসের বড় নির্দয়-নিষ্ঠুর ছড়ি। মেরুদণ্ডহীন জাতিসত্ত্বাকে পুনঃস্থাপনের জন্য চাই নির্মল-নিষ্কলুষ জাতিস্বত্ত্বার ইতিহাস। মজার বিষয় এই যে, আমাদের রয়েছে গৌরবোজ্জ্বল ইতিহাস। পৃথিবীর সবখানেই আমরা বিজয়ী ঘোড়া দাবড়িয়েছি এক সময়। পিরেনিজের সুউচ্চ পর্বতমালা থেকে রোম সাগরের উত্তাল উর্মি মালা একসময় ধন্য হয়েছে এ জাতির বিজয়ী ঘোড়ার পা চুম্বনে। রোম-ইরানের দম্ভের সুউচ্চ কেঁপে ওঠেছে জাতির দৃঢ় ইচ্ছার সম্মুখে। আরল, জাইহুন, নিশাপুর থেকে সুবিশাল ভারতের ভূ-ভাগও বাদ যায়নি এ থেকে। হিমালয়ের আকাশচুম্বি উত্থানের মত অতি উচু আমাদের উপাখ্যান । ভারত মহাসাগরের ঢেউ ঝুঁটি আজো গেয়ে চলেছে আমাদের যশগাথা। সিন্ধু, মালাবার, নিরূন, তরাইন কালের সাক্ষী হয়ে আছে। আমাদের স্বর্ণালী ঐতিহ্য আমরা হারিয়েছি নিজের দোষেই। ভঙ্গুর সেই সত্ত্বাকে  বলীয়ান করতে দরকার আজ কিছু মর্দে মুমিন সিংহ-সার্দুল পালোয়ান। দরকার কিছু মুহাম্মদ ঘুরী, আইবেক ও হাম্মদের মত দুঃসাহসিক যোদ্ধা। জাতি তাকিয়ে আছে কবে আসবে আবার সেই সুদিন? কবে আবার তরাইনের রণাঙ্গনে তালোয়ারের ঝংকার ওঠবে? যুগের পৃথ্বিরাজদের প্রমোদমহলে কারা কাঁপন ধরাবে? আছে কি এমন অমিত তেজা কোন ঘুরী কিংবা আইবেক? থাকলে তারা কৈ? কোথায়??",লৌহ মানব,নসীম হিজাযী,ফজলুদ্দীন শিবলী, ,আল-এছহাক প্রকাশনী,9848370048,"1st Published,2011",208,বাংলাদেশ,বাংলা
দামেস্কের কারাগারে,এনায়েতুল্লাহ আল্‌তামাশ,TK. 240,TK. 144,https://rokomari.com//book/69889/damesker-karagare,"""দামেস্কের কারাগারে"" বইয়ের পেছনের কভার থেকে:সাত হাজার মর্দে মুজাহিদ নিয়ে ধীর কেশরী তারেক ইবনে যিয়াদ (স্পন আক্রমনের উদ্দেশ্যে পৌঁছেছেন সমুদ্র তীরে। ষােড়শী এক খ্রীষ্টান ললনা ব্যাকুল হয়ে পড়েছে মুসলমান সৈন্যদের সাথে যাবার জন্যে, তার বাবা-মা তাকে যেতে বাধা দিচ্ছে..•••। এ ষােড়শী কে? কেনই বা সে যেতে চায় মুসলিম মুজাহিদদের সাথে••••••••••একদিকে গর্ব-অহংকারে ভরা অস্ত্রে-সস্ত্রে সজ্জিত একলাখ সৈন্যের বিশাল বাহিনী, অপর দিকে জীর্ণ-শীর্ণ, আসবাব-পত্র হীন মাত্র সাত হাজার ফৌজী বাহিনী। একদিকে নেতৃত্বে রয়েছে স্বয়ং স্পেন মুলুকের বাদশাহ রচারিক, অপর দিকে মামুলী সৈনিক বেশে এক মুসলিম মুজাহিদ। এক দিক থেকে ভেসে আসছে গর্ব অহংকারে ভরা রন হুংকার, অপর দিকে ধ্বনিত হচ্ছে “আল্লাহু আকবার’ ধ্বনী। রডারিক ও তার সৈন্যবাহিনী চাচ্ছে মুসলমানদেরকে ঘোড়ার পদতলে পিষে ফেলে ইসলামের নাম নিশানা মুছে ফেলতে আর অপরদিকে তারেক ও মুজাহিদবাহিনী চাচ্ছে স্পেনের বুকে ইসলামের পতাকা উডীন করে আল্লাহ ও তাঁর রাসূলের নাম বুলন্দ করতে। কিন্তু তা কিভাবে ?",দামেস্কের কারাগারে,এনায়েতুল্লাহ আল্‌তামাশ,মাওলানা জহীর ইবনে মুসলিম, ,আল-এছহাক প্রকাশনী,9848370285,"Reprint,2020",256,বাংলাদেশ,বাংলা
মরু সাইমুম,নসীম হিজাযী,TK. 240,TK. 144,https://rokomari.com//book/69891/mru-saimum,"",মরু সাইমুম,নসীম হিজাযী, , ,আল-এছহাক প্রকাশনী, ,"Reprint,2017", ,বাংলাদেশ,বাংলা
বার চাঁদের আমল ও ঘটনা (সাদা),মোসাম্মৎ আমেনা বেগম (রহ.),TK. 170,TK. 102,https://rokomari.com//book/99036/baro-chander-amal-o-ghatona--white-,"",বার চাঁদের আমল ও ঘটনা (সাদা),মোসাম্মৎ আমেনা বেগম (রহ.), , ,আল-এছহাক প্রকাশনী, ,"Reprint,2017",192,বাংলাদেশ,বাংলা
জান্নাতি দশ পুরুষ জীবন ও কর্ম,মাওলানা আহসান ইলিয়াস,TK. 100,TK. 60,https://rokomari.com//book/172620/zannati-dosh-purush-jibon-o-kormo,"",জান্নাতি দশ পুরুষ জীবন ও কর্ম,মাওলানা আহসান ইলিয়াস, , ,আল-এছহাক প্রকাশনী,9789848370064,"Reprinted,2017",128,বাংলাদেশ,বাংলা
বেহেশতী নারী (নারীদের বয়ান),মাওলানা তারিক জামিল,TK. 280,TK. 168,https://rokomari.com//book/127015/beheshti-nari--narider-boyan-,"",বেহেশতী নারী (নারীদের বয়ান),"মাওলানা তারিক জামিল,মুজাহিদ হুসাইন ইয়াসীন", , ,আল-এছহাক প্রকাশনী,9847009400018,"Reprint,2015",384,বাংলাদেশ,বাংলা
আলেম মুক্তিযোদ্ধার খোঁজে,শাকের হোসাইন শিবলি,TK. 800,TK. 480,https://rokomari.com//book/53685/alem-mutijuddar-khoje,"ফ্ল্যাপে লিখা কথা
শাকের হোসাইন শিবলি মূলত ফিচার সাংবাদিক। দেশের একটি শীর্ষ দৈনিকে কাজ করতে গিয়ে ‘আলেম মুক্তিযোদ্ধার খোঁজে’ শিরোনামে লেখেন এক অসাধারণ ফিচার। চারদিক থেকে প্রশংসা আসতে থাকে। এরপর এরকমই আরেকটি লেখা তৈরি করেন। কিন্তু দলীয়ভাবে অন্ধ কর্তৃপক্ষ ব্যাপারটি সুদৃষ্টিতে নেয়নি। লেখককে ডেকে নিয়ে বিস্ময়ে জিজ্ঞেস করেন- আলেম মুক্তিযোদ্ধা আবার কী জিনিস? এ ‘অপরাধে’ তার চাকরিও খেয়ে ফেলেন। লেখকের ভেতর জেদ চেপে বসে, এর শেষ তিনি দেখে নেবেন। এরপর তিনি দৈনিকগুলোতে ‘আলেম মুক্তিযোদ্ধার খোঁজে’ টাইটেল করে বিজ্ঞাপন দেন। দেশের নানা প্রান্তে ছড়িয়ে ছিটিয়ে থাকা মুক্তিযোদ্ধারা যোগাযোগ করতে থাকেন তার সঙ্গে। লেখক টেকনাফ থেকে তেঁতুলিয়া বাংলাদেশের প্রায় প্রতিটি জেলা ঘুরে ঘুরে সেসব মুক্তিযোদ্ধা ও স্বাধীনতাপ্রেমীকে খুঁজে বের করেছেন, ইতিপূর্বে যাদের কথা কোনো মাধ্যমে উঠে আসেনি। আসতে দেয়া হয়নি। আবার মওলানা ভাসানী ও তর্কবাগীশের মতো জাতীয় নেতাদের চেপে যাওয়া ইতিহাসকেও তুলে এনেছেন খুবই বিশ্বস্ত অবয়বে। মোটকথা, কালের খড়স্রোতে ভেসে যাচ্ছিলেন যারা, শিকলবন্দি হতে চলেছিল যাদের অবদান, স্বীকৃতি; তাদের অঙ্কুর থেকে বের করে এনে পাদপ্রদীপের আলোয় প্রজ্বলিত করা হয়েছে এ গ্রন্থে। আমাদের মহান স্বাধীনতা সংগ্রামের সমৃদ্ধ ইতিহাস রচনায় এ গ্রন্থ অসামান্য অবদান রাখবে একথা বলা যায় নির্দ্বিধায়।",আলেম মুক্তিযোদ্ধার খোঁজে,শাকের হোসাইন শিবলি, , ,আল-এছহাক প্রকাশনী,9847009400056,"Reprint,2020",912,বাংলাদেশ,বাংলা
চুড়ান্ত লড়াই,নসীম হিজাযী,TK. 340,TK. 204,https://rokomari.com//book/69893/curanto-lorai,"ইতিহাসের এক কিংবদন্তী
তিনি---
এক দিগ্বিজয়ী বীর, যার তলোয়ার কখনো ঝংকৃত হয়েছে তুর্কিস্তানে, আবার কখনো ঝলসে উঠেছে হিন্দুস্তানের মাটিতে। যার ঘোড়া কখনো জাইহুন, আবার কখনো গঙ্গার পানি পান করেছে।
তিনি---
জীবন চলার গৌরবোজ্জ্বল পথে ঐ সব মুসাফিরদের অন্তর্ভুক্ত ছিলেন, যাদের কাফেলা এক স্থানে স্থায়ী ন হয়ে দুশমনের সকল বধার বিন্ধ্যাচল ডিঙ্গিয়ে এগিয়ে যেত দূরে-বহুদূরে।
তিনি---
এমন এক ব্যক্তিত্ব, যার ডায়রীতে বিশ্রাম শব্দটি স্থান পায়নি কোন কালে, দেশ জয়ের দুরন্ত নেশায় কেবল ঘোড়া ছুটিয়েছেন দেশ-দেশান্তরে। পাহাড়, সাগর, অরণ্য মাঠ তাঁর চলার পথে কোনদিন অন্তরায় হয়ে দাঁড়াতে পারেনি। নাম তাঁর সুলতান মাহমুদ গজনবী।
চূড়ান্ত লড়াই---
সেই কালজয়ী ব্যক্তিত্বের কাহিনী, গজনী জলপ্রপাত থেকে জন্ম নেয়া সংহার মূর্তি ধারণকারী শক্তি স্রোত; সমুদ্র বক্ষের মাঝে ফুঁসে ওঠা তর্জন-গর্জন যার সামনে এসে শান্ত হয়ে যেত। যার পাহাড়সম বিশাল ব্যক্তিত্ব চলার পথের তামাম উপল খন্ডকে ভাসিয়ে নিয়ে যেত।
আসুন! ইতিহাসের কিংবদন্তী সেই মহান দিগ্বিজয়ী বীরের সাথে পরিচিত হই। ঐতিহাসিক উপন্যাসের পাতায় সেই মহান ব্যক্তিত্বের বিশালতা অনুধাবন করি।",চুড়ান্ত লড়াই,নসীম হিজাযী,ফজলুদ্দীন শিবলী, ,আল-এছহাক প্রকাশনী,9848370016,"Reprint,2020",376,বাংলাদেশ,বাংলা
